bins,kingdom,phylum,class,order,family,genus,species,glycolysis,gluconeogenesis,TCA Cycle,NAD(P)H-quinone oxidoreductase,NADH-quinone oxidoreductase,F-type ATPase,V-type ATPase,Cytochrome c oxidase,Ubiquinol-cytochrome c reductase,Cytochrome o ubiquinol oxidase,Cytochrome aa3-600 menaquinol oxidase,"Cytochrome c oxidase, cbb3-type",Cytochrome bd complex,RuBisCo,CBB Cycle,rTCA Cycle,Wood-Ljungdahl,3-Hydroxypropionate Bicycle,4-Hydroxybutyrate/3-hydroxypropionate,pectinesterase,diacetylchitobiose deacetylase,glucoamylase,D-galacturonate epimerase,exo-poly-alpha-galacturonosidase,oligogalacturonide lyase,cellulase,exopolygalacturonase,chitinase,basic endochitinase B,bifunctional chitinase/lysozyme,beta-N-acetylhexosaminidase,D-galacturonate isomerase,alpha-amylase,beta-glucosidase,pullulanase,ammonia oxidation (amo/pmmo),hydroxylamine oxidation,nitrite oxidation,dissim nitrate reduction,DNRA,nitrite reduction,nitric oxide reduction,nitrous-oxide reduction,nitrogen fixation,hydrazine dehydrogenase,hydrazine synthase,dissimilatory sulfate < > APS,dissimilatory sulfite < > APS,dissimilatory sulfite < > sulfide,thiosulfate oxidation,alt thiosulfate oxidation tsdA,alt thiosulfate oxidation doxAD,sulfur reductase sreABC,thiosulfate/polysulfide reductase,sulfhydrogenase,sulfur disproportionation,sulfur dioxygenase,sulfite dehydrogenase,sulfite dehydrogenase (quinone),sulfide oxidation,sulfur assimilation,DMSP demethylation,DMS dehydrogenase,DMSO reductase,NiFe hydrogenase,ferredoxin hydrogenase,membrane-bound hydrogenase,hydrogen:quinone oxidoreductase,NAD-reducing hydrogenase,NADP-reducing hydrogenase,NiFe hydrogenase Hyd-1,thiamin biosynthesis,riboflavin biosynthesis,cobalamin biosynthesis,transporter: vitamin B12,transporter: thiamin,transporter: urea,transporter: phosphonate,transporter: phosphate,Flagellum,Chemotaxis,Methanogenesis via methanol,Methanogenesis via acetate,"Methanogenesis via dimethylsulfide, methanethiol, methylpropanoate",Methanogenesis via methylamine,Methanogenesis via trimethylamine,Methanogenesis via dimethylamine,Methanogenesis via CO2,Coenzyme B/Coenzyme M regeneration,Coenzyme M reduction to methane,Soluble methane monooxygenase,methanol dehydrogenase,alcohol oxidase,dimethylamine/trimethylamine dehydrogenase,Photosystem II,Photosystem I,Cytochrome b6/f complex,anoxygenic type-II reaction center,anoxygenic type-I reaction center,Retinal biosynthesis,Entner-Doudoroff Pathway,Mixed acid: Lactate,Mixed acid: Formate,Mixed acid: Formate to CO2 & H2,Mixed acid: Acetate,"Mixed acid: Ethanol, Acetate to Acetylaldehyde","Mixed acid: Ethanol, Acetyl-CoA to Acetylaldehyde (reversible)","Mixed acid: Ethanol, Acetylaldehyde to Ethanol","Mixed acid: PEP to Succinate via OAA, malate & fumarate",Naphthalene degradation to salicylate,Biofilm PGA Synthesis protein,Colanic acid and Biofilm transcriptional regulator,Biofilm regulator BssS,Colanic acid and Biofilm protein A,Curli fimbriae biosynthesis,Adhesion,Competence-related core components,Competence-related related components,Competence factors,Glyoxylate shunt,Anaplerotic genes,Sulfolipid biosynthesis,C-P lyase cleavage PhnJ,CP-lyase complex,CP-lyase operon,Type I Secretion,Type III Secretion,Type II Secretion,Type IV Secretion,Type VI Secretion,Sec-SRP,Twin Arginine Targeting,Type Vabc Secretion,Serine pathway/formaldehyde assimilation,Arsenic reduction
bin_5,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,CG2~30~68~42,,0.67,0,1,0,0.98,1,0,0.75,0.5,0,0,1,0,1,1,0,0,0.12,0.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.66,0.55,1,0.25,0,0,0,0.33,1,0.91,0.12,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.501,0.5,1,0,0,0.208,0,0,0,0,0,0,0,0.07,0,0,1,0.25,0,0,0,0,0.33,0,0.1538,0,0,0.913,0.75,0,0.4,0
bin_142,Bacteria,FirmicutesH,CSP1~3,CSP1~3,CSP1~3,CSP1~3,,0.44,0,1,0,0.91,0,0.33,0.75,0,0,0,0,0,1,0.75,0,0.67,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.45,0.5,0.12,0,0,0,0.99,1,0,0,0,0.66,0,0,0,0,0.05,0.2,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0.5205,0,0,0,0,0,0,0,0.21,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.581,0.5,0,0.4,0.75
bin_246,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium,,0.89,0,0.88,0,0.07,1,0.55,1,0,0,0,0.25,0,0,0,0,0,0.18,0.1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.25,1,0,0.27,1,0.12,0,0,0,0,1,0.04,0.25,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,1,0,1,0,0,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,0,0.75,0,0,0,0.09,0.33,0,0,0,0,0.81,0.5,0,0.5,0.25
bin_82,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium,,0.67,0,0.88,0,0.14,0.875,0.55,0.25,0,0,0,0.25,0.5,0,0,0,0,0.12,0.1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0.75,0,0.27,0.75,0.12,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0.5,1,0,0,0.3955,0,0,0,0,0,0,0,0.07,0,0,0,0.5,0,0,0,0.09,0.33,0,0,0,0,0.54,0.5,0,0.4,0.5
bin_31,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium,,0.89,0,0.88,0,0.84,1,0.55,1,0,0,0,0.25,1,0,0,0,0,0.18,0.1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,1,0,0.27,1,0.12,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.5,0.75,0,0,0,0.5,1,0,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,0,0.75,0,0,0,0.09,0.33,0,0,0,0,0.72,0.5,0,0.4,0.5
bin_107,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Elioraea,,0.67,0,1,0.07,0.98,1,0,0.75,0.5,0,0,1,1,0,0,0,0.17,0.24,0.2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,0,0,0,0.55,1,0.12,0,0,0.2,0.99,1,0.74,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.25,0,0,0.501,0.5,1,0,0,0.708,0,0,0,0,0,0,0,0.07,0,0,1,0.5,0,1,1,0.81,0.33,0,0,0.083,0.666,0.83,0.75,0,0.5,0.25
bin_340,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Ferroplasma,,0.44,0,0.75,0,0.56,0,0.44,0,0,0,0,0,0.5,0,0,0,0,0.24,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.27,0.75,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,0.333,0,0,0,0,0,0,0,0.07,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.75
bin_68,Bacteria,Chloroflexota,Dehalococcoidia,UBA2991,UBA2991,G233,,0.56,0,0.5,0,0.7,1,0,0.75,0,0,0,0,0,0,0,0,0,0.12,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.66,0.18,0.75,0.12,0,0.99,0,0.33,0.75,0.7,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0,0,0,0,0.2705,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581,0.75,0,0.3,0.25
bin_323,Bacteria,Armatimonadota,Fimbriimonadia,OS~L,GBS~DC,GBS~DC,,0.44,0,0.25,0,0.77,0.625,0,0.75,0,0,0,0,0,0,0,0,0,0.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,1,0.25,0,0,0,0.33,1,0.65,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,1,0,0.167,1,1,0,0,0.25,0,0,0,0,0,0,0,0.21,0,0,0,0.25,0,0,0,0.09,0,0,0.0769,0,0,0.54,0.5,0,0.1,0.25
bin_324,Bacteria,Armatimonadota,Fimbriimonadia,OS~L,GBS~DC,GBS~DC,,0.56,0,0.5,0,0.98,1,0,0.75,0,0,0,0,0,0,0,0,0,0.12,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.55,1,0.12,0,0,0,0,1,0.87,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,1,0,0.167,1,1,0,0,0.25,0,0,0,0,0,0,0,0.21,0,0,1,0.25,0,0,0,0.09,0,0,0.0769,0,0,0.498,0.5,0,0.2,0.25
bin_146,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,GCA~002282575,GCA~002282575,,0.67,0.78,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.36,1,0.88,0,0,0,0,0.75,0.83,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.07,0,0,0,0.5,0,0,0,0,0.33,0,0.3845,0.083,0,0.498,0.75,0,0.3,0.25
bin_329,Bacteria,Chloroflexota,Anaerolineae,SBR1031,AB,GCA~2794515,,0.67,0.67,0.75,0,0.98,0.875,0,0.75,0,0,0,0,1,0,0,0,0,0.18,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0.09,0,0,0,0.66,0,0.99,1,0,0.5,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.125,0,0,0.25,0.25,0,0,0,0,0,0,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,1,0.75,0.5,0,0,0,0,0,0,0,0,0.747,0.5,0,0.4,0.75
bin_120,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,,0.78,0,0.62,0,0.98,1,0,0.5,0,0,0,0,0,0,0,0,0,0.18,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.75,0.12,0,0,0,0,1,0.65,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,1,0,0,0.1455,0,0,0,0,0,0,0,0.21,0,0,0,0.25,0,0,0,0,0,0,0.1538,0,0,0,0.5,0,0.3,0.75
bin_111,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,,0.89,0,0.62,0,0.98,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0.18,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.25,0,0,0,0,0.5,1,0,0,0.3955,0,0,0,0,0,0,0,0.21,0,0,1,0.5,0,0,0,0,0,0,0.0769,0,0,0.332,0,0,0.3,0.25
bin_365,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,GJ~E10,,0.89,1,0.75,0.07,0,0,0,0,0,1,0,0.5,0.5,1,1,0,0.17,0.35,0.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,1,0.25,0,0,0,0.99,1,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.75,1,0,0,0.668,0,0,0,0,0.208,0,0,0,0,0,0,0,0.07,0,0,1,0.5,0,0,0,0,0.33,0,0.5383,0,0,0.498,0.75,0,0.8,0.75
bin_75,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,GJ~E10,,0.89,1,0.5,0.07,0.84,0,0,0,0.5,1,0,0.5,1,1,1,0,0.17,0.35,0.2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.27,1,0.12,0,0,1,0.33,0,0.65,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0.5,1,0,0,0.668,0,1,0,0,0.1455,0,0,0,0,0,0,0,0.07,0,0,1,0.5,0,0,0,0,0.33,0,0.4614,0,0,0.664,0.75,0,0.8,0.5
bin_38,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,GJ~E10,,0.67,0,1,0,0.98,0.875,0.22,0.75,0.5,0,0,1,0,1,1,0,0.17,0.24,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.64,0,0,0,0.33,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,1,0,0.99,0.27,1,0.25,0,0,0,0.99,1,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.501,0.5,1,0,0,0.583,0,0,0,0,0,0,0,0.07,0,0,1,0.75,0,0,0,0,0.33,0,0.6152,0,0,0.913,0.75,0,0.5,0.5
bin_16,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,GJ~E10,,0.67,0,0.75,0,0.98,1,0.22,0.75,0.5,0,0,1,0,1,1,0,0.17,0.29,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0.8,0,0,0,0.33,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,0,0,0.66,0.55,1,0.25,0,0,0,0.99,1,0.87,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.501,0.5,1,0,0,0.583,0.04,0,0,0,0,0,0,0.07,0,0,1,0.75,0,0,0,0,0.33,0,0.5383,0,0,0.913,0.75,0,0.6,0.75
bin_322,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,GJ~E10,,0.67,0,1,0,0.98,1,0,0.75,0.5,0,0,1,0,1,1,0,0.17,0.29,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0.8,0,0,0,0.33,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,0,0,0,0.55,1,0.25,0,0,0,0.33,1,0.96,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.501,0,1,0,0,0.333,0,0,0,0,0,0,0,0.07,0,0,1,0.5,0,0,0,0,0.33,0,0.5383,0,0.111,0.913,0.75,0,0.6,0.5
bin_169,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,UKL13~2,GR16~43,,0.67,0.78,0.88,0,0.98,1,0.44,0.75,0.5,0,0,1,1,1,1,0,0,0.24,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0.8,0,0,0,0.33,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,1,0,0.99,0.55,1,0.25,0,0,0,0.99,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.501,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0.14,0,0,0,0.75,0,0,0,0,0.33,0,0.5383,0,0,0.913,0.75,0,0.5,0.5
bin_52,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,UBA6898,GW~Nitrospira~1,,0.44,0,0.75,0,0.84,0.625,0,0,0,0,0,0.25,0,0,0,0,0.5,0.24,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.99,0.55,1,0.12,0,0,0,0.33,0.75,0.7,0.62,0.33,0,0,0,0,0,0.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.501,0.5,0,0,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,0,0.75,0,0,0,0,0,0,0.2307,0,0,0.747,0.75,0,0.3,0.5
bin_199,Bacteria,Patescibacteria,Microgenomatia,Roizmanbacterales,GWC2~37~13,GWC2~37~13,,0.67,0,0.12,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0.21,0,0,0,0.25,0,0,0,0,0,0,0.0769,0,0,0.498,0,0,0.2,0
bin_106,Bacteria,Nitrospirota,UBA9217,UBA9217,UBA9217,GWC2~57~13,,0.33,0,0.62,0,0.7,0.375,0.44,1,0,0,0,0.75,0,0,0,0,0.67,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.33,0.55,1,0.25,0,0,0,0.33,1,0.78,0.75,0,0.33,0,0,0,0,0.05,0.2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.167,0.5,1,0,0,0.208,0,0,0,0,0,0,0,0.07,0,0,0,0.5,0,0,0,0,0,0,0.2307,0,0,0.581,0.5,0,0.5,0.5
bin_122,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,GWE2~42~39,,0.89,0,0.88,0,0.98,1,0,1,0,0,0,0,1,0,0,0,0,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.25,1,0,0.27,1,0.12,0,0,0,0,0.75,0.04,0.75,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.75,0,0,0,0.5,0,0,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,0,0.5,0,0,0,0.09,0.33,0,0,0,0,0.81,0.5,0,0.4,0.5
bin_57,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,,0.56,0.67,0.75,0,0.98,1,0,0.75,0,0,0,0.25,1,0,0,0,0,0.18,0.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0,0.27,1,0.12,0,0,0,0,1,0.87,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,0,0,0,0.5,1,0,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,0,0.5,0,0,0,0,0.33,0,0,0,0,0.83,0.5,0,0.3,0.5
bin_179,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,,0.56,0.67,0.75,0,0.98,1,0,0.75,0,0,0,0.25,1,0,0,0,0,0.18,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0,0.27,1,0.12,0,0,0,0,1,0.87,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,1,0,0,0.5,1,0,0,0.3955,0,0,0,0,0,0,0,0.21,0,0,0,0.5,0,0,0,0,0.33,0,0,0,0,0.83,0.5,0,0.3,0.5
bin_165,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,,0.44,0.56,0.62,0,0.98,1,0,0.75,0,0,0,0.25,1,0,0,0,0,0.18,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.09,1,0.12,0,0,0,0,1,0.87,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.5,1,0,0,0.3955,0,0,0,0,0,0,0,0.21,0,0,0,0.5,0,0,0,0,0.33,0,0,0,0,0.83,0.5,0,0.2,0
bin_215,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,,0.56,0.67,0.75,0,0.98,1,0,0.75,0,0,0,0.25,1,0,0,0,0,0.18,0.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0,0.18,0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.25,0,0,0.75,0,0,0,0,0.5,1,0,0,0.3955,0,0,0,0,0,0,0,0.21,0,0,0,0.5,0,0,0,0,0.33,0,0,0,0,0.747,0.5,0,0.3,0.75
bin_10,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,JJ008,,0.67,0.67,0.62,0,0.98,1,0,0.75,0,0,0,0.25,0,0,0,0,0,0.24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.75,0,0.99,0.27,0.75,0.12,0,0,0,0.33,0.25,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0.5,1,0,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,0,0.75,0,0,0,0.09,0.33,0,0,0,0,0.81,0.5,0,0.3,0.5
bin_308,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,JOSHI~001,,0.44,0,1,0,0.63,1,0,0.75,0.5,0,0,1,0,1,0.88,0,0,0.24,0.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0.8,0,0,0,0,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,0,0,0,0.27,1,0.38,0,0,0,0.66,1,0.78,0.75,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0.334,0,1,0,0,0.333,0,0,0,0,0,0,0,0.14,0,0,1,0.25,0,0,0,0,0.33,0,0.5383,0,0.111,0.913,0.5,0,0.4,1
bin_317,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,JSC~12,,0.78,0.89,0.5,0.63,0,1,0,0.25,0,0,0,0,1,0,0,0,0,0.24,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0,0,0.55,0.5,0.38,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.5,0.5,0,0,0.25,0.5,0,0,0,0.5,1,0,0,0.333,0,0,0,0,0,0,0,0.07,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.498,0.5,0,0.4,1
bin_118,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,,0.89,0,0.88,0,0.91,0.875,0,0.5,0,0.25,0,0.75,1,0,0,0,0,0.18,0.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.25,0,0.18,1,0.25,0,0,1,0,1,0.87,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,1,0,0.167,1,0,1,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,0,0.5,0,0,0,0.09,0,0,0.2307,0,0,0.81,0.5,0,0.3,0.75
