bin.taxa.name,bins,completeness,contamination,GC,N50,size,kingdom,phylum,class,order,family,genus,species,DCO_LLO_Bv4v5..MTF_MT170219,DCO_LLO_Bv4v5..BRF1_BR170218_1,DCO_LLO_Bv4v5..RSF_RS170216,DCO_LLO_Bv4v5..SIS_SI170217,DCO_LLO_Bv4v5..QHF2_QH170212_2,DCO_LLO_Bv4v5..CYF_CY170214,DCO_LLO_Bv4v5..SLF_SL170214,DCO_LLO_Bv4v5..BRS2_BR170218_2,DCO_LLO_Bv4v5..CYS_CY170214,DCO_LLO_Bv4v5..RVF_RV170221,DCO_LLO_Bv4v5..RSS_RS170216,DCO_LLO_Bv4v5..TCF_TC170221,DCO_LLO_Bv4v5..QNF_QN170220,DCO_LLO_Bv4v5..EPS_EP170215,DCO_LLO_Bv4v5..EPF_EP170215,DCO_LLO_Bv4v5..SLS_SL170214_S,DCO_LLO_Bv4v5..QNS_QN170220,DCO_LLO_Bv4v5..BRF2_BR170218_2,DCO_LLO_Bv4v5..TCS_TC170221_2,DCO_LLO_Bv4v5..FAS_FA170219,DCO_LLO_Bv4v5..BQS_BQ170220,DCO_LLO_Bv4v5..ETS_ET170220,DCO_LLO_Bv4v5..QHS2_QH170213_2,DCO_LLO_Bv4v5..SIF_SI170217,DCO_LLO_Bv4v5..BQF_BQ170220,DCO_LLO_Bv4v5..BRS1_BR170218_1,DCO_LLO_Bv4v5..ESF9_ES_F9
"bin_11, Bacteria, Acidobacteriota, Mor1, Mor1",bin_11,97.43,2.735,0.703,87511,3258437,Bacteria,Acidobacteriota,Mor1,Mor1,,,,0.069530599,0.064304231,0.245952577,0.067905668,0,0.337150871,0.777752934,0.126230311,452.9694603,0.071285911,0.167661991,0.302383178,0.303038561,0.101458144,0.088171541,0.063855201,0.086751797,0.062168611,0.044465908,7.621543402,0,0.300261733,0,0.04071727,0,0.087679081,0.07695434
"bin_335, Bacteria, Desulfobacterota, Desulfobacteria, Desulfobacterales, Desulfatirhabdiaceae, RAAP~1",bin_335,97.41,1.29,0.428,48172,2951984,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfatirhabdiaceae,RAAP~1,,0,0,5.010853735,1.415998421,0.0993612,0,0,0,0,0,16.85910249,0,0,35.94327145,21.56985708,0,0,0,0,0,0,0,1.3987512,0.170636362,0,0,0.245799279
"bin_291, Archaea, Halobacterota, Methanosarcinia, Methanocellales",bin_291,97.38,2.941,0.421,14945,1569356,Archaea,Halobacterota,Methanosarcinia,Methanocellales,,,,0.230391655,0.147285492,0.031626455,0,0,0,0.461336364,0.129145022,0,0,0,0,0,0,0,34.27832383,0,2.018686173,0,0.041377831,0,0,0,0,0,0,0
"bin_378, Bacteria, FirmicutesH",bin_378,97.37,0,0.642,145122,3555888,Bacteria,FirmicutesH,,,,,,0.035385163,0,0.147002824,0,0,0,0.214383232,0,0.21184639,0.034745774,0.082225836,0.128470884,0.220435547,0.056539876,0.041693542,0,0.04823246,0,0,0,0,0.090145048,0,0,0,0,0.039226976
"bin_286, Bacteria, Desulfobacterota, Thermodesulfobacteria, Thermodesulfobacteriales, Thermodesulfobacteriaceae, Caldimicrobium",bin_286,97.32,0,0.402,338787,1557359,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Caldimicrobium,,0.329393285,0,0,0,0,174.2525152,0.122296523,0.054682084,0.620211362,0,0,0.078995851,0,0,0,0.125345704,0,0.091003777,0,0.057736537,0,0,0,0,0,0,0
"bin_275, Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Lentimicrobiaceae",bin_275,97.31,1.612,0.469,149954,2464606,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Lentimicrobiaceae,,,0,0,24.2263157,18.36710106,0,0,0,0,0,0,5.853111702,0,0,3.503158706,1.070777299,0,0,0,0,0,0,0,0,0.816890049,0,0,1.172311781
"bin_180, Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Lentimicrobiaceae",bin_180,97.31,1.075,0.468,90788,2508250,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Lentimicrobiaceae,,,0,0,7.783258311,0.682569828,0,0,0,0,0,0,1.98949784,0,0,32.10464928,7.11319855,0,0,0,0,0,0,0,0,0.064877042,0,0,0.096540713
"bin_74, Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales",bin_74,97.29,2.867,0.694,91451,4168714,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,,,,0.091456878,0,0.244520407,3.357045786,0.328655278,0,0.319016088,0.154075339,0.28184047,0.033492194,0.164007723,0.601740209,0.146642144,0.160931343,0.170516992,0.086997018,0.047653303,0.040690511,0.129711624,0.229509858,0,0.176534085,4.546871241,0.118610566,0,0,0.242465326
"bin_353, Bacteria, Chloroflexota, Anaerolineae, SBR1031, AB",bin_353,97.27,0,0.541,268275,4348095,Bacteria,Chloroflexota,Anaerolineae,SBR1031,AB,,,0.313861836,0.072836152,0,0.030389953,0,0.053383097,0.068263889,0,4.738570979,0,0,0.039788013,0.042690713,0,0,0,0,0,0,0,0,0.037755462,0,0,0,0,0.044159719
"bin_260, Bacteria, Bacteroidota, UBA10030, UBA10030",bin_260,97.26,1.092,0.417,75729,3568795,Bacteria,Bacteroidota,UBA10030,UBA10030,,,,0,0,0.037744415,0,0,0,0.032369142,0,0.048474066,0.046262644,0.036217992,0.047454082,1.683790835,0.094350813,0,0,16.34265922,0,0,0,0,0.030669181,0,0,0,0,0
"bin_107, Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Elioraea",bin_107,97.21,0.248,0.724,20009,3762766,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Elioraea,,0.878949439,0.555350639,1.128119446,1.61752969,0,1.919751093,3.148682465,0.23928741,6.184786102,0.469602278,0.626981166,1.882401536,2.079786614,0.418296181,0.463822365,0.112739448,0.48540576,0.391501284,0.189581048,0.119151193,0.081990253,1.074170717,0.088474542,1.503894704,0,0.079098153,3.145923249
"bin_215, Bacteria, Bacteroidota, Ignavibacteria, Ignavibacteriales, Ignavibacteriaceae, Ignavibacterium",bin_215,97.2,0.558,0.332,228205,3225612,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,,0.100682832,0,0.075986654,0,0,0,0.099480705,0,0,0.108353094,0.037281195,0.078096036,23.25316757,0,0,0,36.81248582,0.108700813,0,0,0,0.032769024,0,0,0,0,0
"bin_20, Bacteria, Cyanobacteriota, Cyanobacteriia, PCC~7407, PCC~7407",bin_20,97.16,1.061,0.54,27609,4998557,Bacteria,Cyanobacteriota,Cyanobacteriia,PCC~7407,PCC~7407,,,0.055219549,0,0.031126801,18.36336135,0,0.971333062,0.06827034,0.092513176,0.198832005,0,0,0.042959476,0.043212281,0,0,0,0,0.231133323,0,0.056158889,0.109022879,0,0,2.177035183,0,0,4.247413646
"bin_169, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, UKL13~2, GR16~43",bin_169,97.1,2.29,0.703,21809,3461115,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,UKL13~2,GR16~43,,0.203957906,0.259704959,0.805165186,0.285806488,0,0.131236865,4.001360266,0.108583684,2.380050905,0.715888885,0.457036141,2.239090345,2.666061368,0.288149779,0.581130456,0.038233251,1.007195312,0.254799884,0.507025123,0.084531956,0.04499862,0.62767384,0,0.385945116,0,0.040289084,0.652562472
"bin_208, Archaea, Crenarchaeota, Nitrososphaeria, Nitrososphaerales, UBA213",bin_208,97.08,0,0.398,32729,1248453,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,UBA213,,,0,0,0,0,0,3.474576787,36.80766848,0,0.133479282,0,0,0.213146856,0,0,0,35.61130312,0,0,0.335720976,5.10384655,0,0,0,0,0,0,0
"bin_174, Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales",bin_174,97.07,4.864,0.696,26024,4172675,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,,,,1.908516694,0.806009061,0.739364297,0.87363593,0,0.532136729,1.776229858,54.19357171,1.911394918,0.408616412,0.452954289,7.834419982,0.362398456,0.404354544,0.504008457,1.861477973,0.109313593,3.775432129,1.495920072,12.64706182,0.069628334,0.663194933,0,0.12863248,0,0.23824293,0.250950469
"bin_137, Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae",bin_137,97,0.854,0.66,71320,4302927,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,,,1.219043068,0.03257096,0.176777466,0.513720558,0,0.752000719,2.727021048,1.52987242,1.040853593,0.103756146,0.123887468,4.915965469,0.193374262,0.107911764,0.075893529,0.725648824,0.114768063,0.203280212,3.73408659,3.641194776,0.032532616,0.308922411,0.110585811,0.087577491,0,0,0.225567726
"bin_340, Archaea, Thermoplasmatota, Thermoplasmata, Thermoplasmatales, Thermoplasmataceae, Ferroplasma",bin_340,96.97,0,0.342,26039,1395917,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Ferroplasma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239658716,0,0,0,0,0,0
"bin_61, Bacteria, Bacteroidota, Ignavibacteria, Ignavibacteriales, Ignavibacteriaceae, UBA1563",bin_61,96.92,2.234,0.365,927573,3716432,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,UBA1563,,0,0,0,0,0,0,0,0,0,0,0,0.030212349,13.79516858,0,0,0,102.3170713,0,0,0,0.062875797,0,0,0,0,0,0
"bin_279, Bacteria, Myxococcota, Myxococcia, Myxococcales, Anaeromyxobacteraceae",bin_279,96.77,0.129,0.735,25326,3814319,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,,,0.119677553,0.080883897,0.560946981,0.171184566,0,0.072316219,1.008427885,0.082805426,1.031580872,0.21375152,0.420277356,0.732795332,0.69282912,0.248547175,0.226641949,0,0.444162706,0.103141883,0.199072343,0.08699153,0.105052547,0.443602307,0,0.08086387,0,0.039949103,0.182628469
"bin_264, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, SG8~39, 2~02~FULL~66~14",bin_264,96.77,2.618,0.686,47065,3613257,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SG8~39,2~02~FULL~66~14,,0.243486071,0.433612624,0.690707791,0.322430448,0,0.170992526,8.587943056,0.17820883,6.237619738,0.531234114,0.436063756,2.316924552,2.605107105,0.292525155,0.476293465,0.114137899,0.816016059,0.231666556,0.420038697,0.147887377,0.053035262,57.99996641,0.03624154,0.374145087,0,0.065570041,0.564984095
"bin_189, Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Lentimicrobiaceae",bin_189,96.77,1.881,0.422,48571,4440320,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Lentimicrobiaceae,,,0,0,0.046433355,0,7.50169874,0,0,0,0.030138348,0,0,0.039381589,0.061240517,0,0,0,0.047264889,0,0,0,0,0,23.18455304,0.046359081,0,0,0.058140542
"bin_134, Bacteria, Nitrospirota, Nitrospiria, Nitrospirales, Nitrospiraceae, Nitrospira, inopinata",bin_134,96.76,4.727,0.591,237751,3266592,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,inopinata,0.046577817,0.042699852,0.127804643,0.045495672,0,0,0.566061543,0.04028239,0.617595243,0.05142494,0.082422461,0.74933389,0.219454725,0.05140008,0.078519011,0,0.055758232,0.153203627,0.054646468,0.033708347,0,0.943169845,0.045017247,0.290696154,0,0.031964122,0.246733566
"bin_354, Bacteria, Bacteroidota, UBA10030, UBA10030",bin_354,96.72,3.023,0.562,72143,3834317,Bacteria,Bacteroidota,UBA10030,UBA10030,,,,0.030434895,0,0.107828474,0,0,0.032920261,1.243088386,0.172650427,13.89211857,0.055288647,0.044750524,0.488307492,0.073365196,0.034213333,0.058710173,2.93975781,0.031613824,0,0.171803624,76.92385376,0,0.557389252,0,0,0,0,0
"bin_243, Bacteria, Bacteroidota, UBA10030, UBA10030",bin_243,96.72,2.732,0.563,58879,3614453,Bacteria,Bacteroidota,UBA10030,UBA10030,,,,0.030415071,0.496182778,0.075048345,0,0,0,0.116699926,15.60810855,7.255303025,0,0.031935948,0.219756262,0.073525867,0.031222714,0.037649184,0,0,1.481098911,0.079191678,0.252041764,0,0.383452344,0,0,0,0.033722226,0
"bin_297, Bacteria, Bacteroidota, UBA10030, UBA10030",bin_297,96.7,3.825,0.385,40382,2692183,Bacteria,Bacteroidota,UBA10030,UBA10030,,,,0,0,6.566034458,45.40752838,0,0,0,0,0,0,7.491874989,0,0,1.659817174,1.36675341,0,0,0,0,0,0.050505667,0,0,1.144300598,0,0,1.578459058
"bin_248, Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae",bin_248,96.68,0.877,0.625,38554,3904801,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,,,0,0,13.02885756,16.03445476,0,0,0.111956175,0,0.242557781,0,5.801058915,0.056302682,0.075571695,2.71711514,4.287033386,0,0.032474115,0,0,0.034124869,0.132393108,0.088874634,0,0.17600527,0,0,1.271251234
"bin_7, Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae",bin_7,96.58,1.78,0.661,21112,4124544,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,,,1.672227441,0.119260888,0.194849819,0.569943259,0,0.738601748,3.005968627,19.44060702,1.06912266,0.122528517,0.124505095,5.077558839,0.225807445,0.10054683,0.066495579,0.769664602,0.127149648,1.51929099,3.664338596,4.069188093,0.044747425,0.240361538,0,0.107178966,0,0,0.239959525
"bin_376, Bacteria, Nitrospirota, Thermodesulfovibrionia, Thermodesulfovibrionales, UBA9935",bin_376,96.36,0,0.397,52870,1819902,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,UBA9935,,,0.315627389,0.244011916,37.27596385,128.8068402,1.777874919,0.09692522,0.043776283,0.04387584,0,0,4.760834221,0.330247285,0,3.974540174,14.21296576,0.03907409,0,0.106927431,0.04707005,0.302552745,0.430033761,0,1.491757073,6.26916987,0,0,5.774462054
"bin_85, Bacteria, Dadabacteria",bin_85,96.34,4.268,0.449,41212,2323183,Bacteria,Dadabacteria,,,,,,0,0,0.0445599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8277321,0,0,0,0,0,0
"bin_129, Bacteria, Actinobacteriota, Coriobacteriia, OPB41",bin_129,96.25,3.611,0.674,52079,1847527,Bacteria,Actinobacteriota,Coriobacteriia,OPB41,,,,0.137161301,0.06518763,11.06431652,36.42318825,0,0.045889002,0.516676368,0.049956784,0.463304568,0.122420742,10.09559126,0.524090232,0.57410524,4.787211374,3.274978663,0,0.143216105,0.082417405,0.147577699,0.064221289,0.117869652,0.254855912,0,1.574905595,0,0.033236491,4.012359907
"bin_49, Bacteria, Proteobacteria, Gammaproteobacteria, Acidithiobacillales, Acidithiobacillaceae, Acidithiobacillus",bin_49,96.23,3.881,0.585,21547,2243840,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,,0.058045212,0,0.048885329,0,0,0,0.117920767,0,0.135025759,0.036178049,0.039052683,0.164821935,0.231727805,0,0.057806016,0,0.045554549,0,0,0,0.048836295,0.048392263,0,0.057046624,0,0,0.090799543
"bin_141, Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Lentimicrobiaceae",bin_141,96.23,1.075,0.433,58678,2653594,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Lentimicrobiaceae,,,0.035517667,0,38.76079129,0.810642731,0,0,0,0,0,0,46.46196343,0,0.048457002,2.021132064,0.343972991,0,0,0,0,0,0.030868916,0,0,0.60543497,0,0,0.823729506
"bin_10, Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, JJ008",bin_10,96.18,0.634,0.486,20545,3781674,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,JJ008,,0.04042827,0,0.074946085,0,0,0,0.087123428,0,0.445837574,0.047980697,0,0.116903606,2.783799339,0,0,0,27.29459686,0,0,0,0.044757422,0,0,0.036338228,0,0,0.05535621
"bin_135, Bacteria, Bacteroidota, UBA10030, UBA10030, UBA10030",bin_135,96.17,0.546,0.364,22204,2619689,Bacteria,Bacteroidota,UBA10030,UBA10030,UBA10030,,,0,0,21.59090613,10.55057521,0,0,0,0,0,0,86.33250508,0,0,8.753339835,3.990120041,0,0,0,0,0,0.132177912,0,1.265095453,0.746326504,0,0,0.747721658
"bin_213, Bacteria, Acidobacteriota, Thermoanaerobaculia",bin_213,96.15,2.735,0.699,76850,2552278,Bacteria,Acidobacteriota,Thermoanaerobaculia,,,,,0.730556982,0.076762494,0.245254266,0.063494563,0,0.036623798,0.37572011,35.10751316,0.395752451,0.594185237,0.161959568,0.514558931,0.198585291,0.112998346,0.109150454,0.037371126,0.107610997,2.227537511,2.452685172,1.059929252,0.037088579,0.63887958,0,0.035416214,0,0.04357292,0.066674521
"bin_38, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Burkholderiaceae, GJ~E10",bin_38,96.09,1.083,0.702,31379,3243831,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,GJ~E10,,0.34167983,0.232991437,0.715090643,57.60972667,0,0.192244174,3.995950262,0.130369161,2.041716982,0.324240805,0.517343467,2.002947885,2.042239518,0.435042137,0.932582868,0.053887883,0.506865634,0.260558917,0.417699658,0.408004435,0.630822748,0.575594862,0.06742447,1.697333527,0,0.033874165,3.170507953
"bin_33, Bacteria, Nitrospirota, Thermodesulfovibrionia, Thermodesulfovibrionales",bin_33,96.08,2.727,0.533,14525,2087753,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,,,,0.046671617,0,4.097493132,0.066278486,0,0,0.07158655,0,0.098845591,0,23.7658206,0.070357864,0.089094309,5.41297336,3.782117262,0,0,0.032449122,0,0,0,0.046545849,0,0.07668032,0,0,0.059069341
"bin_164, Bacteria, Bacteroidota, Kapabacteria, Kapabacteriales, XYC2~FULL~35~21",bin_164,96.06,0.546,0.379,92693,2502713,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,XYC2~FULL~35~21,,,0.370670292,0.129692819,0.032991798,0,0,0.087275785,0.11507812,47.82995743,0.102727654,3.106291109,0,0.208027912,0,0,0,0.360132901,0,2.204401265,0.094209878,12.52328654,0,2.021137894,0,0,0,0.09895879,0
"bin_219, Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Steroidobacteraceae",bin_219,96.01,1.086,0.684,275417,3260661,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,,,0.27918241,0.227271491,0.327952395,0.227702651,0,1.015450918,1.449224113,1.285978801,1.531424404,0.165626483,0.17482174,1.231196184,1.046976902,0.121782802,0.140877837,0.108603668,0.205163885,0.255092665,0.240351824,0.077034962,0.032927128,0.415870754,0,0.214061403,0,0,0.3529701
"bin_324, Bacteria, Armatimonadota, Fimbriimonadia, OS~L, GBS~DC, GBS~DC",bin_324,95.83,0,0.633,41443,2817384,Bacteria,Armatimonadota,Fimbriimonadia,OS~L,GBS~DC,GBS~DC,,0.081112909,2.334837982,0.132899615,0.042999486,0,3.135667956,2.299091282,0.101192101,0.750913804,0.040029674,0.071713999,0.174511273,0.117840571,0.044703414,0.038030039,0.533687794,0.034385056,0.049214642,0.403123842,2.235045407,0,0.103746058,0,0,0,0.638416493,0.061185662
"bin_173, Bacteria, Armatimonadota, Fimbriimonadia, OS~L, GBS~DC",bin_173,95.83,0,0.621,96613,2782722,Bacteria,Armatimonadota,Fimbriimonadia,OS~L,GBS~DC,,,0.338199892,1.551834061,0.067811103,0,0,0.055463212,0.192578174,0,0.115017247,0,0,0.105984808,0.077537495,0,0.032598166,0.058409102,0,0,0.209392241,0.044061396,0,0.062160122,0,0,0,90.32936047,0
"bin_359, Bacteria, DesulfobacterotaB, Syntrophorhabdia",bin_359,95.79,0.84,0.41,247218,1867823,Bacteria,DesulfobacterotaB,Syntrophorhabdia,,,,,7.601426739,0,0,0,0,0.046456238,22.07109284,0.102258831,0.052468581,0,0,0.056925477,0,0,0,11.41639504,0,0,0,96.40581222,0,0,0,0,0,0,0
"bin_331, Bacteria, Myxococcota, Myxococcia, Myxococcales",bin_331,95.75,1.29,0.696,70269,7453539,Bacteria,Myxococcota,Myxococcia,Myxococcales,,,,0.091828884,0.054417874,0.345642792,0.080154399,0,0.0518038,0.578321978,0.046768759,0.596737446,0.082949872,0.204899366,0.309975033,0.537789421,0.128184623,0.114647724,0,49.97008034,0.079058357,0.053110371,0.044071779,0.109686024,0.257711427,0.033118569,0.059895056,0,0,0.125836512
"bin_290, Bacteria, Chloroflexota, Anaerolineae, Thermoflexales",bin_290,95.75,1.818,0.593,29222,6335465,Bacteria,Chloroflexota,Anaerolineae,Thermoflexales,,,,0.038659529,0,21.86387851,3.574825646,0.032468636,0,0.173260198,0.039909933,0.135843761,0.0440231,91.36840622,0.099136218,0.096854931,8.717014572,0.715763316,0,0,0.036467824,0,0.04219703,0.199544069,0.11181231,0.107655414,0.340633868,0,0,0.549636054
"bin_303, Bacteria, Aquificota, Aquificae, Hydrogenothermales, Hydrogenothermaceae, Sulfurihydrogenibium",bin_303,95.73,2.235,0.288,17272,1353722,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Sulfurihydrogenibium,,832.6949399,0.157944349,0,0,0,439.0233287,31.62431616,0,3.364627831,0.032037783,0,0,0,0,0,3.08454081,0,0.668567507,0.057369188,1.032957447,0,0,0,0.030173045,0,0,0.191965416
"bin_380, Bacteria, Acidobacteriota, Thermoanaerobaculia",bin_380,95.72,0,0.297,18102,2538465,Bacteria,Acidobacteriota,Thermoanaerobaculia,,,,,3.787081319,2.385057926,0,0,0,0.105319101,9.810734503,53.82175874,0,0.580201788,0,1.207755541,0,0,0,3.150395105,0,7.965733063,0.073727991,16.03361223,0,0,0,0,0,7.123086728,0
"bin_263, Bacteria, Actinobacteriota, UBA4738",bin_263,95.72,0.854,0.669,163391,1716041,Bacteria,Actinobacteriota,UBA4738,,,,,3.597595595,12.66328795,0.060603995,0,0,0,0.072623952,0.055383491,0.093355372,0.144201525,0.041550112,0.78774533,0.081305854,0.033928744,0,0,0,0.076781956,3.327178346,0.353066352,0,0.032814346,0,0,0,80.31813065,0
"bin_258, Bacteria, Acidobacteriota, Thermoanaerobaculia",bin_258,95.72,1.709,0.618,23585,2731625,Bacteria,Acidobacteriota,Thermoanaerobaculia,,,,,0.034443179,0,0.140401837,0,0,0,0.203062045,0.031010414,0.18082886,0.038897452,0.07717172,0.101148386,0.147389629,0.058441524,0.052670797,0,0.077721865,0,0,0,4.485285844,0.103792361,0,0,0,0,0
"bin_235, Bacteria, Acidobacteriota, Blastocatellia",bin_235,95.72,1.994,0.632,59636,3810780,Bacteria,Acidobacteriota,Blastocatellia,,,,,0.04909589,0,28.15113639,44.51170096,0,0,0.363286081,0.07056401,0.40992236,0.047028538,12.77179982,0.149567574,0.186639752,5.814409177,3.725586899,0,0.059436001,0.05082568,0.031134683,0.051403368,0.082080109,0.192571184,0,1.254310149,0,0,0.939012428
"bin_396, Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae",bin_396,95.61,1.315,0.664,25474,3323984,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,,,0.049783472,0,4.814254139,14.98979747,0,0,0.319702034,0.067099758,0.518487021,0.112548339,10.2594526,0.163725172,0.175445297,3.046048474,1.101410167,0.033051984,0.081462917,0,0.087551158,0.107822052,0.117370101,0.607215902,0,0.403264846,0,0,0.773031473
"bin_220, Bacteria, WOR~3, WOR~3, SM23~42, SM23~42",bin_220,95.6,1.748,0.377,35679,2537543,Bacteria,WOR~3,WOR~3,SM23~42,SM23~42,,,0.155895292,0.047800734,0.038763761,0,0,0,0.358013645,0.773376312,0.043440332,0.061396806,0,0.194512446,0,0,0,3.038292821,0,0.377867589,0,40.22742819,0,0,0,0,0,0.040526208,0
"bin_172, Bacteria, Actinobacteriota, Coriobacteriia, OPB41, ctinobacteria~7",bin_172,95.55,3.333,0.664,27505,1800482,Bacteria,Actinobacteriota,Coriobacteriia,OPB41,ctinobacteria~7,,,0.035610913,0,4.90192903,0.692012631,0,0.036472309,0.130945539,0,0.149353002,0.053632971,7.103575521,0.150758985,0.171815846,27.93582076,3.6024043,0,0.061330029,0,0.03756647,0,0,0.061321446,0,0.054982476,0,0,0.107341143
"bin_403, Bacteria, Nitrospirota, Thermodesulfovibrionia, Thermodesulfovibrionales",bin_403,95.45,3.636,0.408,21500,2173173,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,,,,0,0,1.709733037,3.743544035,0,0,0,0,0,0,1.901219563,0,0,24.29864404,108.9478742,0,0,0,0,0,0,0,0.050691558,0.095474392,0,0,0.1511373
"bin_337, Bacteria, Chloroflexota, Anaerolineae, Anaerolineales, UBA6663",bin_337,95.45,0.909,0.65,36011,3764764,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA6663,,,0.091964882,0.063181243,0.359242067,0.127021424,0,0.058365314,0.594897203,0.119160292,0.474987125,0.094291205,0.183225913,0.300832609,0.307356898,0.127844427,0.160040124,0.059021942,0.100709179,0.072507417,0.051151592,0.137478188,0,1.20669504,0,0.057704711,0,0.042239933,0.117693443
"bin_175, Bacteria, Chloroflexota, Anaerolineae, CG2~30~64~16, CG2~30~64~16",bin_175,95.45,1.09,0.66,14064,4278102,Bacteria,Chloroflexota,Anaerolineae,CG2~30~64~16,CG2~30~64~16,,,0.345787936,4.110303042,0.644842087,0.162187837,0.067390376,1.043466573,7.175323496,50.62877835,0.434534305,0.478688534,0.380686695,19.52185644,0.270805698,0.219151154,0.204512704,1.931722871,0.087850498,6.240449975,9.049040602,18.66489587,0.036626744,1.081467705,0.080175304,0.055079747,0,3.005142444,0.101493942
"bin_294, Bacteria, Armatimonadota, Chthonomonadetes, Chthonomonadales",bin_294,95.37,0,0.618,96699,3762232,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,,,,0.154064749,0.034521282,0.08087068,0.031186233,0,0.090698994,0.091903761,23.59972457,0.114800508,0.616296549,0.041006147,0.909876926,0.065406107,0,0.038969204,0,0,6.164095318,2.630046639,6.188482964,0,0.071385158,0.038848433,0,0,0,0
"bin_28, Bacteria, FirmicutesH, CSP1~3, CSP1~3, RBG~16~67~12",bin_28,95.37,0,0.688,46875,2218630,Bacteria,FirmicutesH,CSP1~3,CSP1~3,RBG~16~67~12,,,0.084803508,0.071272501,21.70087441,88.37698869,0.151305391,0.040220937,0.421688659,0.122561621,0.432020408,0.086274519,6.764156474,0.222030789,0.260487637,9.30688808,13.08060135,0.047661651,0.08866214,0.053804301,0.033147012,0.082337447,0.177603281,0.291814886,0.526866735,1.483243979,0,0.086567609,3.129027469
